,0
c22c39b9-8ed5-e1db-3f56-de4ce462b8b9,1
3efc546b-1727-8e76-175b-1606be502bf7,1
64996135-382a-9adf-75c5-219bf997bbb3,1
04a414b6-6b0f-85ad-8a86-c7d6a07ff957,1
012180ed-4628-43d3-01f6-902362bc6087,1
ccce23e4-31d0-2c15-76ab-32b68e0f8a34,1
b77e2fb9-a77e-6327-d803-606e656b04d3,1
28403e9f-3a38-f717-6221-6997954a4d1d,1
39023eb9-c9b6-0a07-f9dd-f45552764381,0
18f2698b-d429-6039-8748-7eb5c18ca1df,1
69cb7d80-bafa-3859-7596-d017e2e17e58,1
1f98ae07-0d06-5b1a-f168-5fa7c7b741b7,1
957c47b5-61cc-2a04-8eca-5151c51be853,1
02ac0d40-976e-3e51-d42d-68eed7030b68,0
47e43ba8-65c0-46d5-1f24-38cffe4af51c,1
d5173df0-481a-5845-882b-c11f6137c9ac,0
05a21e81-4daa-33e4-4bba-f15c5d4216fe,0
82a20d39-a74f-aa30-3df6-eb092eed5416,0
2a11b7b3-0c7a-2755-3c46-601d685f5ed9,1
601716f5-53a9-a2ff-9b8b-01d6ac288def,1
542d38f9-7c62-7646-19fe-6102ac3f2705,1
f76a7f3a-6c70-056e-2898-b958e5d9a9d0,1
5b0820cf-495e-9d2f-f0aa-e376c28ec6b4,0
73848b88-dc16-8f21-17d5-15f82ec559de,0
72bb8ae3-60fa-8d7d-87c5-8ebbcc7c5f6f,0
41d0306f-5b70-695d-2ae5-18ba62be864a,0
325f156a-4905-ab67-4c85-c4db791d942c,1
6f16befa-5691-0450-5be3-b045f7ef0478,0
545f9558-a40d-5304-1298-90961edd91ae,1
08388e77-06c9-43f2-3fe5-843b05174639,1
15b3ebac-3c78-0f2f-e8f6-b781765d4e70,1
83682502-a6e6-a0c3-36bb-44fb41ccbfbf,1
28e0bb8f-04b1-1303-a64d-a2273f226151,1
f943d64b-4743-9836-272b-17177a8d5b32,1
9a9e520b-d6af-b61f-b1bf-34657469dba9,1
8fa909a2-e6b5-1201-c015-5f817589cb8d,0
9fa91e02-b6f7-5d9d-cbe5-1dbae0efed28,0
b4d7f4be-618e-7118-d4ac-c4d625a60b1f,0
b8d9a195-413c-fb63-37d1-7968e0a7d552,1
91b2926e-81b7-9283-9768-d59592a7ead3,1
1260bdd2-798f-6e00-b83f-54a8cf0857d9,1
5648799d-8842-1cec-f9cc-b4c55ceff44f,1
43513418-538d-d3e3-117a-716c1419c4b9,0
3d0eb886-66b0-1565-f96d-11051dca96a7,0
67a7cebb-6aa1-8e95-bd89-200ca4dbe627,0
4d559f77-3c91-efde-cb64-cbe730056db0,1
7e6f29c1-721f-7b31-c2a0-9c5be0df7819,1
bad78d4f-6efe-b277-6e34-b5d2e0c95feb,1
7dcfb3c2-a0e2-b842-533f-cacfe8ae0141,0
bebef918-e7bd-d849-1d60-2831e52711f9,0
b6466883-f6f2-3eb7-72cd-db96a1235f73,0
b404dd5c-06b5-4e27-23bb-f12af4e3fae7,1
e051d880-725c-5777-1db1-74cd908ead6e,1
ae993519-1667-9d51-29c4-a289518361ee,1
4c7d8f8a-dd99-9424-f9e4-ad33ebdb4a73,1
240da83c-49d9-c094-36b3-f0fe7c3873c3,1
5f625189-d5ee-31fa-d2b8-81cc341a83c0,0
ac797859-c14b-711d-7b96-357e42ba8fef,1
1c53e12c-9e60-00c3-4ffb-d417b5d919a3,0
6a2febce-f078-ee81-0ed2-6e259c888277,0
e444ab11-2f7f-3994-f44d-9afe299ecaf3,0
58ba91e7-d9d3-7df3-76c8-7eccdb8f1b32,1
87fb1035-75b6-19ad-cee2-8dd5aa8ecc94,1
30ffba46-08d9-49c9-b4a9-39e3f5358190,1
a128812d-7908-3cb7-6b3d-94b38eb72066,1
1cb5c310-f130-a69f-6e11-20aa76d08ae4,0
1b22bde7-9cd6-1e86-4868-7cb22c331b3c,1
e48fc4c2-589d-9bdd-552b-5614a55c7a56,0
29bf9212-3108-8557-36f6-512294708faa,0
fa84e130-6b90-9fc7-06b9-be592f2b3624,0
52ae4ac0-e5f6-acb6-9f6f-2dd5d60aaf06,1
0cc0c95b-db12-44a8-da70-b52253795640,1
d2a72290-95a6-2cd3-17fb-6b0ea402762e,1
de4dd96d-9689-bc6a-5526-30a112b180b2,1
9d026586-95e7-f75b-86e1-828005cbe3f7,1
40bfb649-72cd-f3cc-adef-d52e330cb25e,0
c42e1c61-f084-4b20-df0c-1cacffdd0a94,0
0ca2e1c1-047b-d376-fa80-df29380c828c,0
22722d49-00ba-ff3e-7b9e-0a5d979bf39d,1
f1e128dd-4445-cb2b-ee41-7cc9725a85e1,1
933d7ca3-d008-5cd4-9c9d-2060175300f1,1
bf2a7222-d682-58ca-7ad7-6ba399448c81,1
345bcb5c-e613-b9ff-b8c7-b48058f69932,1
10102405-1bbc-169a-cdc2-69ab782a48a7,0
cb5b9eaf-ce22-d4cd-fd5b-f49a874e7745,0
3c380b82-bfd3-7f8e-b1c0-76c235a8c3ad,0
45bdf509-537c-3d6f-99d2-268d72ce61b6,0
de1c12f0-0845-b1ae-b04d-bfa495c84d8f,0
1b2ec2c4-c6d4-e31a-f9fc-8bdcd75c460d,0
3c5dbd74-e533-6d68-a2ce-d80a34af3abb,0
76509319-a35d-05bd-b841-84063cbab59d,0
4a01c236-e73d-6038-398f-ce46ea0fca65,1
9b0d3aaf-a82a-f387-4967-fe9ec3960535,1
72e2b36b-c5f2-2307-67a8-76da5eb50f33,1
1238fc5f-04cc-d6d7-ae2d-b09f2ab7c7b0,1
4843095c-9814-14ed-6c23-985925cff1da,1
f592ab82-43c0-0c1e-c8a4-8dd6f29d268b,0
69b8057b-4261-9157-6099-f633002b3273,0
fc375526-1762-50d7-ba43-ddef6282dd27,0
2b831b6f-c14f-37c8-4b72-3d1fd55b6d42,0
1b999051-e7a6-1e8a-06a4-4113eee743fd,1
de6e430c-15c3-717d-ffb2-899459a80187,1
788c072e-59d6-2f52-5a09-42eaf6f4484b,1
a259d4b7-4a2f-76aa-df08-39e4014576d0,1
f01ec571-823a-8ab5-fd17-6a288bc61b80,1
9a542d96-ae43-923e-247f-5153fe6d8d97,0
601c1b06-ab8b-30f1-6cc2-a42ba98ab8d7,0
b113c37f-087c-d0d7-c794-f27691581a1b,0
e11afc99-55a1-1810-7ac0-c6b9e9233e5b,0
164a02b6-b736-c825-3857-00156a4cbfc5,1
57621a22-8f11-d414-0991-61bdae7c140d,1
66aa4c08-badc-bf86-8ef7-b3c681a6c173,1
2fb0f905-a34b-88d2-30ba-dc73f4d6ff4f,1
ceaf3368-d10c-61a4-164b-5f65b7832e23,1
09e95d2f-30c3-d6bb-0670-94afccda396f,0
93d86ab1-c2d5-7979-eb16-76d02a28c932,0
5839cfb2-270f-66e7-c203-71594097af32,1
8f2027e3-de67-9369-1547-e02cec084cb5,1
0798b091-e941-a7f2-5293-2381aa758a36,0
7e33f3ab-496a-2927-7138-5305c6a7f7e2,1
c1345cc9-b236-90e5-3fc5-a18bfce395e6,1
367d64ce-5ba0-f403-6d4c-19b7f50c5234,0
d1bdadf7-0506-92cb-ed42-286efd2f2b5d,1
c9ecb3ef-2f3f-d169-827a-45ab4f51bd2a,1
e64789be-1fb7-26d8-f2ef-7596c1ac9393,1
d59c6531-5e12-742d-64c9-c2d9a748dfd1,1
d3044271-fe03-aa67-67fb-68fe85b1e024,0
0c1117b1-f478-87f8-e0d9-2bc91d41c468,1
df732889-2940-8114-ad4a-914ab95eab1d,0
4dd86307-f334-8b18-dea6-06af405a243a,0
4c617b6c-e104-a50f-afba-22fbec7e922a,0
e59df319-413d-6c40-e65b-5e82294aa969,1
09ebfa3a-f7a0-9b75-0552-93c20ef4ba41,1
aace3032-4f3c-ac3e-f8eb-639d6d2952ee,1
6b8c29a6-4f6a-4990-823e-e467cc086a27,1
b187f592-1844-1eea-5283-a22cd171ac9c,1
eaab81d7-ea7d-e133-63fd-57301bf1b550,1
06adc433-f217-131f-8aaa-f58d21b3063c,0
7c05df75-eaa7-4eb7-9128-b0fc1bd1cee9,0
d18cfe0d-4379-a3c7-8ddd-05de4efe4d9c,0
6bd2abd6-961f-6225-ed81-9e913b2ff0be,1
a17b9c83-562e-6844-c087-068227af7e2e,1
6f5a1c7f-15b5-cc31-0ce8-14abe293d64f,1
fac67f30-fd89-a050-038e-f301832d1a51,1
35f06366-b24d-7e39-8c83-afaf165f5d36,1
032f771a-c193-5dd3-b991-f3b4352fb484,1
999c5817-afc4-80d7-7cc2-e43c2ccccfd1,0
94ed18b4-a034-4274-1ca5-5f0f202aa41e,0
e358b6e9-4129-7156-b3fd-dfe869492f14,0
45de146f-3494-86b3-cdc7-6839b246282c,0
3867e236-05d8-5036-be89-01a7711acf44,1
4e0a7ed5-438f-351d-86db-231d96ddf3b5,0
273637ca-36dc-a24b-c949-b89058470450,0
d537fea1-a03a-93ba-ae6b-c3e551a4c994,1
6efbb6a4-466b-42ca-22a0-5af80431a0b3,0
d1d0a96f-729b-b140-39c2-303375592007,0
302ff4a7-c6ee-1419-5613-adc862e4add6,1
21b4cf01-623b-00ee-2e1f-be57e14a054f,1
a7baefee-8a02-3823-23ba-e97cd11690a2,1
39e4ff4d-f6ef-a395-c5bc-ea87f1817528,1
41b570a6-ffc9-5433-f660-09beea13e6e0,0
eca6f460-af90-a9cb-f7ac-39e6a1e58d84,1
cd111c39-1cef-1d8f-9af1-9c7f77df0a46,0
c47abe18-8076-f645-0d22-b5dabce831c7,0
ed5fc705-2be0-6c3a-2474-e179bf4baf60,0
55505f35-7eb4-9c52-23c6-9e745281150b,1
8c4f31f2-ff78-c365-781f-0cfc2ec9beb1,1
8edb6c52-9859-039b-7d43-78c7f86e1a2e,1
e7409c52-d558-7e1b-d6ac-bd4fcf7d8905,1
d3e2348a-d3aa-5e27-2f61-859907e085eb,1
9e370490-a305-7921-461a-f77ff737307b,0
ec8e3e7f-dd59-4866-1663-b130fb6a6a22,1
c97aba3e-7394-b841-71a0-4033c37bc449,0
fd71384b-b003-646b-f9b5-9e9e987a766d,0
0ab4bd76-4bb9-f12b-3edc-0a2c49f0d483,0
a2ac1051-7e71-e8e3-2196-a03864b17f6a,1
ed36091b-4dea-545c-d8e5-879bd4831c39,1
9897c8c9-0d66-cf44-dd38-56fd0561988e,1
f83dd7fb-5181-57df-18a7-238cf84a70cb,1
d06b5c60-9e78-acc9-387c-902dba8407bf,0
6edf1c32-2115-b6f2-5dee-1ea2174011c9,1
c3fe6442-4a45-1f92-b8ae-0217074742aa,0
8d26666b-3b67-8fe5-87ca-02499e87f789,0
fd0f9c20-8c79-8937-5b4d-0c40ec23094f,0
c175b849-12cd-bd33-f6a1-0418bf00d1c4,0
12510900-3909-b82a-b709-c7080405be97,0
7b30a9c4-d7ea-a7a0-7ab7-a65aa77ac4c5,1
eac8b018-564a-51d3-20e6-cecca18ac4c4,0
532b6cf5-147f-621f-9a57-be779de99574,0
2f73ef82-f44c-7d7f-cb03-6c6a4ae25291,1
dc428d41-f821-a921-9b82-872eb8af8a8a,1
fad87179-7cd5-11b3-2a3b-f6190aa43e26,1
cef8beb0-2be1-ce92-30f6-13ad39ef9b51,1
ee0bfa3f-5e69-9bb0-2db1-26ba32501095,0
f8cb4e07-b768-3d29-f5ea-4d2d10f52458,1
1f5fbd74-f0f1-0d48-601c-bf940b2c619d,0
a81f5868-ef94-cebf-f2e0-9ab8ad2714d7,0
09cc2ecb-623a-a604-b6e7-50dcffb4261e,0
bf4e92bc-d3dd-2d39-8b68-22a6c2baf82b,1
9e427b86-83dc-fb78-f8a9-ff20a80e820c,1
a34c8879-be68-680b-beda-1deab627f183,1
3ffeef8b-e9e9-c032-ccaf-4aa84d823b61,1
7e8d6950-d42a-bb09-2572-d9600e905a7e,1
654cc48a-7f58-b7d8-6b5a-9b3d73eb5c81,1
99ef7b47-533d-b8ef-b7d2-e1e5c976bedb,0
f40254a6-fa15-40b6-9081-8b83c9845c82,0
ba3f3d58-eaea-366a-661e-9d28ddfac4dc,1
9d0dff0b-428b-06ad-1629-d0d27aa1f65a,1
b1c2594d-a080-c77c-8528-8bf684366bf1,1
6a89c3fc-0603-14f2-2b2e-7c7c2d0cba24,1
0a7a4f25-cdf2-9649-8fbf-675e50293716,0
0b618d9c-2c72-5cb6-6136-4805c9c1b6bf,0
95c8e2e3-82e5-514a-1e06-a5fbda2ee3d3,0
8828232a-329d-d061-ec11-49a3d8f43e2e,0
d7cd8b88-8e55-186e-14eb-7b44acaf7b36,1
788f7d13-79f1-e819-7cee-3536fb034700,1
2eba5e7e-5a84-8ab1-c573-6956209225e7,1
4b90f569-147a-fb33-af09-a75d44f13fc3,1
7a7aa24b-e412-3928-1185-a0b63fb45425,0
eedb743a-0f38-9427-8d6c-538d4b8bdc7c,1
446d4b20-7777-90c1-da8b-762d15d73967,0
103c3846-dc7c-b175-605e-de5131abb395,1
8f9dfd98-c46d-d4b9-df08-25be28c5faf1,1
76871329-3f20-7904-7273-1a6427987a52,1
206e1249-b713-f40a-cd7d-211b107d22b0,0
e1d9a348-0408-94a6-391d-e329cea5a40c,1
80e21ea2-b234-6c2f-1c8f-ee947ca5b545,0
f6cdc8fd-74f6-334c-5cc8-bda6a8eadd84,0
286a1028-aac5-29ac-2224-aefbf0cf733f,0
0255e081-d65a-e4b4-32e7-c8c55ebcb2ec,1
b095c430-94b6-2825-ff4b-f5ca26306e11,1
37387221-5be2-4ce7-9f6d-f2277b0e789a,1
f7ab56d2-5c08-f335-8477-108ae3cbebf1,1
aa07bea1-e0ed-ff49-bce5-1e8cf1cfffa3,0
f0ae72c1-ea57-7c73-5856-2e057ab854d9,1
93a270e1-6cd6-34c2-0686-da5414e4587f,0
6672979d-df6a-8161-a0e4-dfcf4ec4275a,1
ee51cf8a-2efc-aa79-1c46-6f3272e7fd7d,0
b5745071-a374-90d9-e04f-e920e80c8486,1
f6fc95ed-ee30-2595-b9c3-9fd5ce399d70,1
1144de24-23c5-c177-dfa7-9ff0eb1fbaa8,1
8aef38a7-cfe6-0681-79d8-8e6201f9481e,0
5942de19-b5ea-34d1-34fc-6ded49276b81,0
e7108ad4-f705-5ffd-4824-4c1d804c5073,1
bd1bae1a-2615-d66d-6743-e64877e7d657,0
461bddbe-d215-d6a5-1072-9ef17b655dfe,0
3afe9ac9-730c-2a2a-d813-e2bbff160d6a,0
a430d0e2-e9fd-9ec6-e426-4dd6aabe6ed7,1
f9eac4f7-fbaa-37ed-24e2-4bd6ce31b811,1
9724a245-0238-b99d-bd45-7b04ec637841,1
078d5b61-f295-af45-baeb-0e2732e008c6,0
44ea9cb7-a661-25cf-7993-e4fae7ba6f44,1
df589d30-35d6-5106-56d1-317911b5c82e,1
712b566b-da40-4607-a5d5-7ac245906a12,1
e8f7e07c-f69b-d59e-0b87-d96aa72b610e,1
c49876f8-ed91-0141-9d67-7b1d10b43399,0
9f839824-f0e8-1936-1fea-c7917de0d380,0
0027dd07-e3c4-443f-344f-eac7eb37f5b5,1
87863439-6f05-cf98-061d-2a0905e0ea95,1
01d28adf-1edc-9990-9993-d14a578eb4e8,0
a0682af9-69d3-a9ad-bd54-9d51d59d0510,0
d031873c-8028-2d2c-f880-e312d4f39f43,0
e9c9e6d2-d884-1b70-bc65-398cba8dd008,1
4e2a7f15-74cc-39c1-39c0-84103ebc9a8d,1
75765820-b1e2-0e3d-dbe7-276e756b7a96,1
b0625e21-e651-d634-5471-2a31ac088987,0
b49ace83-7d64-9a90-6f2a-122a16210303,1
02fdfa94-933f-7454-d98b-085576e9abc5,0
aaa77e75-c38e-ebc9-f37d-dbf8736c4337,0
d65016dc-e44c-991f-15a2-c807fac53715,0
b67bd94b-da1e-9d7a-b20d-8f5ff272ac01,1
041866c1-b0aa-c4d2-1055-25e0f7d17770,1
04599081-69af-803e-802c-948bb9c271eb,1
35a2276b-2084-cb31-eb8a-94df5761b15c,1
b28cded8-d73c-b0cc-d493-eaeee9a556a8,0
6b0da810-40df-171a-0e1d-197b9e4a0de6,1
ab430207-aae3-8e93-da88-71fb43143c6a,1
e1364539-f152-3b9f-2473-6da36436f065,1
42a62880-f64a-78dc-0fd5-0b792dd924ac,1
47398104-eeab-2442-cb7b-9337b69e1061,1
b028dff2-d663-ac30-b6c4-4ecf21f9df26,0
7aeed218-29cb-0e92-6eaa-73902f9a4b47,0
fe232db1-94eb-848b-ab6f-acd64701c26e,0
13653723-aab8-626e-0e2c-41542c59997c,1
92b94d0a-d8b7-3efd-450e-a5fed7065b36,0
f41a0622-9a00-69cb-983c-303caf93f357,1
583bcb20-dbdb-2119-f404-0a4674aeea0e,0
1094871f-92e3-d0a3-7dc5-10acc3a274d4,1
a945bea0-fd0d-5fd7-c953-d2044ff5f1d8,1
d9b2397e-23bc-6efe-119f-856f356bd49e,0
ecdc29be-158b-ddec-a4ae-41d0e5649c86,0
925b2062-8c4c-8c09-bc89-25d2917d203e,0
3516b7b6-7ec7-7437-6082-886a57251757,1
0d8cedaf-c396-f520-a139-e60d679fbca0,1
ab22bf7e-5748-7946-da01-d494b14d06e9,1
be7b2fc0-cb81-aa55-5bc7-5ca7e1f1a96b,1
b8565010-79b9-985b-ac9e-0fe87138b037,0
75786c09-27a4-34e7-6be2-ea2b815dbc90,0
f446ec16-3766-2bbc-e66d-747b0fb1e79d,1
a19274d4-133d-f511-5798-62191f50e04a,1
56c1da0f-e009-052f-41be-2f9dc4599f4a,1
2321c425-5eee-08c7-9b29-d0d966b124d1,1
248b1a04-2c1b-f3a9-3a3a-d7251fffe21b,1
cf2c1e1c-f810-024d-2c94-cebdf5cfb757,0
092bf19e-3c2b-cfc6-0361-fc243a87e34a,0
d84401e0-fa48-5376-2392-73ca63e484ea,0
0c3295c2-59fd-ba95-757f-977d773ea3a7,1
e7927fb7-d640-4b1d-638c-b66f12865303,1
d8b1e709-15cc-9bfe-82d6-d7f445d03bfc,1
89924dea-5bcd-d2a4-f9f6-37d4737edada,1
693f4267-729e-1fc2-539a-e4f8225db01d,1
b183defa-c45c-73f3-62ba-d53d28c4414d,1
76b49b94-576d-ecb9-33a7-ac9987c3623f,0
41774743-6d3e-218c-a559-5efe285430d5,0
712540fa-3143-7a0b-3694-a2312a35852d,0
8bc29903-0e8c-258d-58d2-7825bc028e38,1
edde2eac-ba77-34fc-8f9a-5c81a42fd8f1,0
dce0fea1-8c00-109d-d4b3-6ec319648719,1
79a04f1f-51af-dba1-b001-1701d6d354ad,1
eec5ffc7-3248-1103-2579-216996c52a5c,1
8050cca7-bab1-c0d8-4a76-80e1dd13ca0d,1
3e0c44c9-93fb-dfd7-280e-039ceac87529,1
607381d6-e009-04ab-a61e-4171c50879c4,1
93843503-ac4b-8790-05f7-508f9dfa2db0,1
4fa49dce-92f9-49b6-706b-079caadbad74,0
085ce040-ee75-e436-d674-95161385d730,0
193e14ae-43b7-a780-d844-5e11aa9ec690,0
01b44189-8391-eeca-d1f7-22250e089845,1
29031f4b-4465-a38d-ea73-c8dfd9191b39,1
c54cc750-ea55-a9df-d856-2abeb38995d4,1
5920496f-b768-28a8-f209-16332f68179c,1
e187d13a-ef6d-c5fe-50e1-ed62ddfa715f,1
a65f2f42-5658-5d51-ff26-1d1407bd1bdd,1
fe0ec9d1-cd24-7254-a5a5-f1ce83b06dbc,1
4843bcee-8837-f7f9-aad8-df2883ebba94,0
5be53102-1bbe-6b53-dcb2-54bbf51a15b0,0
781619c6-9dcb-11fa-b267-0a4192b13ac9,1
90d7fc76-4ef3-5a5c-d0f7-9e0e3c5e4410,1
2a2e7ae1-8473-695a-d751-986b9dd77387,1
f311c7f2-bd0b-2b91-d40e-87430af1f133,1
82f5da83-6b51-830c-b39d-8ec0c693ea10,1
343bb0b2-7a3c-4fdf-3db0-28bc6dd671a2,1
4538b5c8-5efc-b5e6-3a5e-3cde5e0334a5,0
9b334be0-35e3-0a2d-325b-6d6d8f728a94,0
dbefa693-3236-f3df-3b0c-4687a9bcc69f,0
a3cdaf8a-af0b-bc7f-591d-16c6d26bc828,1
c5ba0e7a-c3f8-e7ac-8e2e-0a599147b2d0,1
7dae7d0e-f301-6f29-67cb-d89851708a3c,1
93cc9569-b9cd-a177-45bc-4e280c798861,1
a3679228-128d-37a0-50da-79f1401c6735,0
c815427c-c429-5b6f-6f3b-b8569e79a9e6,1
ecb5d9f7-c350-5ef2-c791-f30810e3931c,1
43c73529-ead8-c41c-82c1-b3e6f1ee7355,1
bcc5b4d0-4773-0bb3-3c14-bffdc6b23273,0
5d9e00aa-a008-d20e-349d-baa336dfa27c,0
3a686a1c-bc25-a5f8-33ae-4de94fc90b64,1
dca713c0-811b-56bd-55e4-6d9d386f3aa9,1
e32e7c4a-c531-11b9-a701-bcadbd415c74,1
7a530eb3-c630-80b6-ab0b-f25ee7f4e458,1
b39a7a18-3bf6-d558-fe85-5340d2cde7f3,1
830022b2-ea6f-b040-927b-eec11ad8391c,1
09804e57-3591-ed50-7d06-6172ce3d7b3f,0
935d7788-c9cc-bc8b-0ef0-29c26d02f463,0
a81b89e5-9173-8e75-385c-a1baa73a9c6e,0
1dcb169c-6418-54cf-db63-24f120d110f4,1
8fd7bb82-3aa2-ab0e-5958-be78a045943a,1
023c7159-73a9-455d-1bc6-663c5e6d05b5,1
9043bada-4f6a-fbb7-24aa-121a66610b0e,1
e05ffd59-ebcb-3155-eac1-11e504d8e47f,1
479daefb-43f4-fb6c-64b4-ccae4b7aba9c,1
0bf5f14d-9093-acc8-d5df-5cdd1df7025f,0
1e9273bf-47d8-ae52-5b32-b5a3005dba36,0
40e1e877-91a9-cd01-8d6b-f8825bb0ac7f,1
db53ca0f-6254-6d6d-60eb-5a6f2e983400,1
a17da71c-0f51-0b4d-8094-919174411531,1
3225a7fd-88b5-f892-41ac-8d40c669e5fc,1
a058acdb-0863-8eb3-dead-dede3f594852,1
f941e596-bbbc-4dbb-d0ec-8b32f28743eb,1
6c1a567d-0266-4c97-e7d9-d8a3faa54cfb,1
faf46111-b753-62b2-98f7-ee40896cd7ed,0
eec61677-00a8-ed19-2e07-ff44ac071f8a,0
992e4102-cc46-7556-9ed6-1d8314a970a4,1
42118870-03cb-1da3-68fa-11148db175c0,0
099dc242-8a62-8fb1-84f0-44385c05b02d,1
50cf0762-7a4a-a543-850c-773c66ff826f,1
d9904996-3f57-68df-76e2-013baaaef80b,1
288d8de8-3325-b6c9-ebd1-7a1d7226403a,0
7a651a8a-a4b4-3874-0edd-692f3038c4dd,0
06b437f5-fe70-c143-f4f8-15ae96e77487,0
6d2e60e5-ca6d-418e-0924-72ca297cc0df,1
6e58f2f3-8e2f-ec79-01e0-afc65286c5a7,1
f3033e3f-6897-bb56-c2f7-dc44fa7d4d2d,1
956978d5-7143-eff1-c8d4-0b821dd0a3a4,1
06b8633d-d0da-48a3-2109-3ec3cb4f1e97,1
b641d5c4-cbe9-90a8-5d7e-10cce972353c,1
18b43126-b634-2dd2-f314-284f504f7d86,0
47b65d28-ecb1-4348-dc9a-880e506b9ede,0
ff5c767d-cac2-2429-17aa-ca78afae7204,0
73e87505-7587-47e4-0087-b8e5595d1755,1
39c55244-a238-4195-6071-7b0d332a5e66,1
56512ea9-b0b8-b368-406f-b3bef634b96d,1
61ff0552-75de-91d2-341e-f37a1878e46b,1
b669617a-9373-e079-e261-66532375ad8f,1
0a0b818a-2b4b-30bb-25d8-0da0e7ba2ab8,0
7199f6e2-c11c-678c-70c7-edcf1dd23bcc,0
964b56e0-bf38-d6a8-3932-b73eb0f0a39e,1
2d517341-453d-a8b4-fb7f-b4d378daf094,1
27dcb7a4-c2ea-af80-efc9-a71442b8db93,1
86373ce0-0379-ea20-8a22-94afb4842021,1
345f7dab-1f22-8721-9d51-d88407a62f1d,1
b1202369-eb03-d62f-6e4b-95056bf67118,1
7e0165cd-ed3d-7038-7807-508673257e9b,0
6fc0e40f-e050-95dc-37cd-eb8acaeb87ad,0
2c865175-b87e-b23e-6974-b8ca9bf3584e,0
41800990-cce0-ae6a-e55d-618d94809070,1
5c81ffff-b723-61ca-9572-126f9f0f4b8f,1
30dc3a31-136c-9a0c-10ca-93c450bc3231,1
da94c88d-f1a9-cf0d-0b9a-f8465b974a44,1
21a381f6-205c-ef7f-1db8-ccf205beccb5,0
cf2a508a-954d-693e-107b-5bbbd39dc8ab,0
84305206-903f-af22-8b40-be872f2b8973,0
8cdacc0f-6d9e-8e5b-eae5-66b519309384,1
e54a9538-dd70-248e-ce7c-db376f652929,1
f42f963b-7d48-e56e-2985-41ea1effcaf5,1
cdc17c88-a123-2c73-14af-f26ff7bab11a,1
55149caf-13b4-98f3-a870-54338d1aec9d,1
8d215eb0-7cbb-e844-9b86-ec7a4273e6bc,0
6475e32d-0618-2cc8-04e0-b8128ac4b532,0
a3be3009-faa5-a8d6-ccb6-0fe3c87cb126,0
dd89d504-d2cd-015b-6c54-4e4222cb16a4,1
0808716e-39ed-598d-56d9-2a19789def26,1
84b67e5c-c14c-e1b2-96ff-8a13080e3b5d,1
9e9323a4-1a63-46b8-bf03-fb5728806c9a,1
d507ef2d-7c45-a4de-a56e-e04f549fbc31,1
760c3301-21e3-b47b-2c3a-85f7f9eb0bc0,1
ee89492f-84b2-08b7-b4d1-1c1745c827f0,0
17b35f01-33a8-7deb-4adb-89e7e9647534,0
2256b3e2-5df5-ca72-747f-bf761295e57b,0
31982e73-672b-c377-91f7-fa55c4968f28,1
33bc9ad7-5e0a-4e55-d021-c83bf404e29f,1
6482c495-9265-02a8-9ed0-3ab4d36a2d7a,1
7da92735-5a3a-38cd-2bb2-a8e9c0731bd0,1
d83ed626-1d20-1e77-fc76-c8e30a8b4c41,1
c0e4a61d-d4f5-1a81-c5d7-ec1ff450eea7,1
68538f5b-a695-7c7d-bc2e-4f551a20f728,0
059c1f7a-7d33-9710-e1d0-aaa179480bd6,0
dd91b91e-612a-823b-f0ae-ebb0eb8ba2de,0
fe73fd2e-8222-8302-3847-7f0a7260d72c,1
73cdd58b-c357-7b40-e14a-a77646762781,1
09081fb4-7838-b84e-439c-8b13b1979fb6,0
caca49ce-05f2-eba7-87a4-a84333e338fe,1
2746c2f6-e18a-63db-a3fe-f4d1cf57c928,1
d4b0afab-30dc-2f69-43cf-9c5b88c347a0,1
ba77fccf-95b7-20c5-59d4-9569aa1a5fb0,0
82d3ac42-d40c-4bb7-4d56-36491dabe712,1
8c4b7df2-5324-634b-042f-511724cf8dd2,1
8e7d2894-680b-e11b-f933-dc5d014cdd8d,1
d4ce4ada-0ca6-d659-a0dd-3fe4e99c8cac,1
6528ac38-297c-5d91-1809-5c7e35ca1569,1
c5763594-5e67-8e7a-5bf2-0967047539f1,1
c52df5fb-efbf-f5ff-193c-94e6c968c8b3,0
abfbc830-bff8-8298-c3dd-5c0dfe07babf,0
ece7950e-62f2-b52d-b03f-996f289d69f5,0
22ec50a0-644a-a758-f9dc-f2a10b5ee357,1
2ccd1a03-b142-b843-9b7c-44054d9cfbbf,1
5aab12e2-4568-ab6f-9c48-ce96989aff4b,1
d91fba08-c678-05cd-727f-b494aa85422f,1
d815d91a-cc48-5a27-a0a5-0cd835749acb,1
00b8cf68-b830-30c1-5e29-54cb9c02f183,1
506229cb-0be4-e83a-c2eb-da9ef3855333,0
1a89826b-eef8-b33c-5c8e-b3d287919b42,1
d4d8fdf9-339c-41cc-46aa-5cab24b86f50,0
d9e25b6a-3a6e-793c-737f-92bad76c70fd,1
31f6e56f-4acc-8c98-04e2-f47c70e4d005,1
30b5c6e4-fa24-3b6d-f975-2e2c186eb53f,1
868a6adc-83fd-4325-346c-7ccf11ecde70,1
362400a4-cc96-5088-5617-fad9fbf896a9,1
433f2588-3675-c8a8-bcf3-20e14551365c,1
616184ef-0eba-f538-215a-f08eb9cfce65,0
bad769a5-f539-93eb-7c04-199d6145cddb,0
